Azure DevOps Server 2019.0.1,Release Notes,11675,CVE-2021-27067,Azure DevOps Server and Team Foundation Server Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28340,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28341,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28342,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28343,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28344,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28345,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28347,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28347,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28347,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28347,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28347,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28347,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28347,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28347,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28347,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28347,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28348,Windows GDI+ Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28349,Windows GDI+ Remote Code Execution Vulnerability
